CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U51909GJ1989PTC011844,SURESH SOAPS PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,500000.00,237000.00,1989-02-03,"A 7 BUENA VISTANR KASHIRAM,AHMEDABAD,Gujarat,380015-India",Unlisted,Strike Off,gujarat,Indian,51909,Trading
U51909GJ1990PLC014264,H J THAKKAR PROPERTY INVESTMENT LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Public,10000000.00,2000000.00,1990-08-27,"83/86, GIDC INDUSTRIAL ESTATE, NADIAD,KHEDA,Gujarat,387001-India",Unlisted,Converted to LLP,gujarat,Indian,51909,Trading
U85310GJ2016PTC092777,SAG AAROGYA PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,100000.00,2016-07-04,"B/26, Spun Ville, B/h Arunoday Society   R.C.Dutt Road, Alkapuri,Vadodara,Vadodara,Gujarat,390005-India",Unlisted,Active,gujarat,Indian,85310,"Community, personal and Social Services"
U51909GJ1991PTC016774,HERMES MARKETING PVT. LTD.,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,200.00,1991-12-12,"304, H.K. HOUSE, 3RD FLOOR,ASHRAM ROAD, AHMEDABAD.,NA,Gujarat,000000-India",Unlisted,Strike Off,gujarat,Indian,51909,Trading
U85320GJ2018NPL104048,ALL INDIA VAISHNAV FOUNDATION,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,100000.00,2018-09-11,"SY NO. - 10/542 1ST FLOOR FLAT - 1   NAGAR FALIA GOPIPURA,SURAT,Surat,Gujarat,395003-India",Unlisted,Active,gujarat,Indian,85320,"Community, personal and Social Services"
U51909GJ1992PTC017154,SHILP OVERSEAS PVT. LTD.,ROC Ahmedabad,Company limited by shares,Non-government company,Private,2500000.00,1000.00,1992-02-21,"HIREN,25,PRAHLEDPLOTCORNER,RAJKOT-1.,NA,Gujarat,000000-India",Unlisted,Strike Off,gujarat,Indian,51909,Trading
U85320GJ2019NPL110624,MASANI MELDI SADHANA FOUNDATION,ROC Ahmedabad,Company limited by guarantee,Non-government company,Private,0.00,0.00,2019-11-01,"C/o Ramanbhai Mohanbhai Mali, 660 2   Fulmali Vago, Santram Bhagol,VILL&POST PADRA, VADODARA,Vadodara,Gujarat,391440-India",Unlisted,Active,gujarat,Indian,85320,"Community, personal and Social Services"
U51909GJ1992PTC018564,KOPARSH EXPORTS PVT LTD,ROC Ahmedabad,Company limited by shares,Non-government company,Private,500000.00,200.00,1992-11-13,"PARHURAM POTTERY WORKS,COMPOUNDS, NAZARBAUG,MORBI.,NA,Gujarat,000000-India",Unlisted,Strike Off,gujarat,Indian,51909,Trading
U51909GJ1992PTC018622,WE ALL IMPEX PVT LTD,ROC Ahmedabad,Company limited by shares,Non-government company,Private,500000.00,400.00,1992-11-26,"9,JAIN DHARMSHALA OPP RLY ST.SURAT.,NA,Gujarat,000000-India",Unlisted,Converted to LLP,gujarat,Indian,51909,Trading
U51909GJ1993PLC018790,MUCHHALA OVERSEAS LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Public,100000.00,0.00,1993-01-06,"403, SANJAY APTS., OPP-EXCISECHOWKY   OLD SACHIVALAYA, AMBAWADI, AHMEDABAD- 38,0 006,NA,Ahmedabad,Gujarat,000000-India",Unlisted,Strike Off,gujarat,Indian,51909,Trading
