CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U01122MN2024PTC015104,NONGPOK ORGANIC SINTHA LUP PRODUCER COMPANY LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,1500000.00,1500000.00,2024-06-25,"HEIROK-II, MANING LEIKAI,C/O KHUNDRAKPAM BIREN,Wangjing,thoubal,Manipur,795148-India",Unlisted,Active,manipur,Indian,01122,Agriculture and Allied Activities
U01400MN2021PTC014418,KHUGA VALLEY ORGANIC FARMER PRODUCER COMPANY LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,1000000.00,10000.00,2021-10-28,"THENMUOL VILLAGE,CHURACHANDPUR,Churachandpur,Manipur,795128-India",Unlisted,Active,manipur,Indian,01400,Agriculture and Allied Activities
U72900MN2014PTC008388,OINAM MARKETING PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,100000.00,100000.00,2014-10-08,"Wangkhei Konsham,   Nongpok and Mamang Leikai(B),,East Imphal,East Imphal,Manipur,795005-India",Unlisted,Strike Off,manipur,Indian,72900,Business Services
U72900MN2018PTC013697,WAKHAL COMMUNITIES PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2018-06-21,"OINAM AWANG LEIKAI ,   WARD NO 2, PS NAMBOL,PO NAMBOL,Bishnupur,Manipur,795134-India",Unlisted,Active,manipur,Indian,72900,Business Services
U72900MN2022PTC014694,AKHUANA ENTERPRISE PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,1500000.00,1500000.00,2022-11-16,"C/O NUNGNANG VILLAGE   NONEY,TAMENGLONG,Tamenglong,Manipur,795159-India",Unlisted,Strike Off,manipur,Indian,72900,Business Services
U96020MN2024PTC015065,SAVANNAHSSHE MATTERS INSTITUTE OF REGENERATIVE AESTHETIC PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2024-05-20,"SAVANNAHS SMW CLINIC,KEISHAMTHONG LONGJAM LEIR,Lamphelpat,imphal west,Manipur,795004-India",Unlisted,Active,manipur,Indian,96020,"Community, personal and Social Services"
U99999MN1963PLC012804,VIJAY STRUCTURALS PRIVATE LIMITED.,ROC Shillong,Company limited by guarantee,Non-government company,Public,0.00,0.00,1963-12-21,"NA,2674-5-L-18/6 Thangal Bazar,NA,Manipur,795001-India",Unlisted,Inactive for e-filing,manipur,Indian,99999,"Community, personal and Social Services"
U01409MN2015PTC008415,SALAI AGRI CONSORTIUM PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,50000000.00,49980500.00,2015-03-13,"SAGOLBAND, TERA LOUKRAKPAM   LAIKAI,IMPHAL,West Imphal,Manipur,795001-India",Unlisted,Active,manipur,Indian,01409,Agriculture and Allied Activities
U01611MN2023PTC014838,KHOUSHABUNG FARMER PRODUCER COMPANY LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,1000000.00,500000.00,2023-04-18,"KHOUSABUNG, BPR, MSPDCL DIVISION BISHNUPUR,MOIRANG,Nabil (P),churachandpur,Manipur,795133-India",Unlisted,Active,manipur,Indian,01611,Agriculture and Allied Activities
U01611MN2023PTC014864,LOU LHOU MI HO FARMER PRODUCER COMPANY LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,3000000.00,2228000.00,2023-04-28,"H. NO 1 MAOHING VILLAGE,PO & PS KANGPOKPI,Kangpokpi,senapati,Manipur,795129-India",Unlisted,Active,manipur,Indian,01611,Agriculture and Allied Activities
