CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U74102JK2023PTC015142,KOH STUDIO PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2023-10-06,"C/O HAKEEM MOHAMMAD,YOUSUF MANDIBAL SRINGAR,Noushera,Srinagar,Jammu & Kashmir,190011-India",Unlisted,Active,jammu & kashmir,Indian,74102,"Community, personal and Social Services"
U74110JK2018PTC010643,SON MOUNTAIN SERVICES PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,2500000.00,300000.00,2018-10-01,"1st FLOOR, KHAN COMPLEX,,NEAR HDFC BANK, NISHAT BREIN LINK RD, BREIN,Srinagar,Srinagar,Jammu & Kashmir,191121-India",Unlisted,Active,jammu & kashmir,Indian,74110,Business Services
U74110JK2020PTC011492,SPARU APPARELS PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,22500000.00,20626300.00,2020-06-18,"SHOP NO. 211, YARD NO. 6   TRANSPORT NAGAR,JAMMU,Jammu,Jammu & Kashmir,180004-India",Unlisted,Active,jammu & kashmir,Indian,74110,Business Services
U74120JK1986PTC000876,ARDENT ENGINEERS PRIVATE LIMITED.,ROC Jammu,Company limited by shares,Non-government company,Private,1500000.00,200000.00,1986-06-19,"108-E.P. WAZARAT ROAD,JAMMUJAMMU   JAMMU AND KASHMIR,JAMMU AND KASHMIR,Jammu & Kashmir,180001-India",Unlisted,Strike Off,jammu & kashmir,Indian,74120,Business Services
U74120JK1987PTC000959,RAJDHANI MACHINES & TECHNICAL SERVICES PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,1000000.00,15000.00,1987-05-28,"Zainakot,   Srinagar,JAMMU AND KASHMIR,Jammu & Kashmir,000000-India",Unlisted,Strike Off,jammu & kashmir,Indian,74120,Business Services
U27106JK1983PTC000587,CHINAR STEELS PRIVATE LIMITED.,ROC Jammu,Company limited by shares,Non-government company,Private,1000000.00,514000.00,1983-02-24,"Industrial Estate, KHUNMOH   Srinagar,JAMMU AND KASHMIR,Jammu & Kashmir,191101-India",Unlisted,Active,jammu & kashmir,Indian,27106,"Manufacturing (Metals and Chemicals, and products thereof)"
U27106JK1991PTC001220,NORTHERN JAMMU CABLES PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,2000000.00,10000.00,1991-04-08,"37,PHASE-III,INDUSTRIAL ESTATEGANGYAL,JAMMU   J&K,JAMMU AND KASHMIR,Jammu & Kashmir,000000-India",Unlisted,Inactive for e-filing,jammu & kashmir,Indian,27106,"Manufacturing (Metals and Chemicals, and products thereof)"
U27106JK1991PTC001261,FABSTEEL J & K PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,5000000.00,2000.00,1991-10-04,"18 A/B, Gandhi Nagar,   JAMMU,JAMMU,Jammu & Kashmir,000000-India",Unlisted,Strike Off,jammu & kashmir,Indian,27106,"Manufacturing (Metals and Chemicals, and products thereof)"
U27201JK2004PTC002446,ALLIANCE COPPER CONCEPTS PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,5000000.00,4800000.00,2004-08-11,"LANE NO. 3, PHASE-1, SIDCO INDUSTRIAL AREA,   BARI-BRAHMANA,JAMMU,Jammu & Kashmir,181133-India",Unlisted,Active,jammu & kashmir,Indian,27201,"Manufacturing (Metals and Chemicals, and products thereof)"
U27310JK2012PTC003446,KAMRA METALS AND PROFILES PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,6700000.00,6650000.00,2012-01-16,"287 - 288   Bakshi Nagar,Jammu,Jammu,Jammu & Kashmir,180001-India",Unlisted,Active,jammu & kashmir,Indian,27310,"Manufacturing (Metals and Chemicals, and products thereof)"
